"","playlist_name","playlist_img","track_name","track_uri","artist_name","album_name","album_img","danceability.x","energy.x","key.x","loudness.x","mode.x","speechiness.x","acousticness.x","instrumentalness.x","liveness.x","valence.x","tempo.x","duration_ms.x","time_signature.x","key_mode.x","danceability.y","energy.y","key.y","loudness.y","mode.y","speechiness.y","acousticness.y","instrumentalness.y","liveness.y","valence.y","tempo.y","duration_ms.y","time_signature.y","key_mode.y","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode"
"878","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","SAD!","3ee8Jmje8o58CHK66QrVC2","XXXTENTACION","?","https://i.scdn.co/image/2e70e7b198acc3bb03aaba9424c5fb23fb38c536",0.74,0.613,"G#",-4.88,"major",0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,"G# major",0.74,0.613,"G#",-4.88,"major",0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,"G# major",0.74,0.613,"G#",-4.88,"major",0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,"G# major"
"879","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Sunflower - Spider-Man: Into the Spider-Verse","1A6OTy97kk0mMdm78rHsm8","Post Malone","Sunflower (Spider-Man: Into the Spider-Verse)","https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89",0.753,0.498,"D",-5.61,"major",0.0504,0.551,0,0.0706,0.927,89.95,158053,4,"D major",0.753,0.498,"D",-5.61,"major",0.0504,0.551,0,0.0706,0.927,89.95,158053,4,"D major",0.753,0.498,"D",-5.61,"major",0.0504,0.551,0,0.0706,0.927,89.95,158053,4,"D major"
"880","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Going Bad (feat. Drake)","2IRZnDFmlqMuOrYOLnZZyc","Meek Mill","Championships","https://i.scdn.co/image/77eb7c17cafe5503c5866117e0a3e5fc94620101",0.889,0.496,"E",-6.365,"minor",0.0905,0.259,0,0.252,0.544,86.003,180522,4,"E minor",0.889,0.496,"E",-6.365,"minor",0.0905,0.259,0,0.252,0.544,86.003,180522,4,"E minor",0.889,0.496,"E",-6.365,"minor",0.0905,0.259,0,0.252,0.544,86.003,180522,4,"E minor"
"881","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Moonlight","0JP9xo3adEtGSdUEISiszL","XXXTENTACION","?","https://i.scdn.co/image/2e70e7b198acc3bb03aaba9424c5fb23fb38c536",0.921,0.537,"A",-5.723,"minor",0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,"A minor",0.921,0.537,"A",-5.723,"minor",0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,"A minor",0.921,0.537,"A",-5.723,"minor",0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,"A minor"
"882","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Last Christmas","2FRnf9qhLbvw8fu4IBXx78","Wham!","LAST CHRISTMAS","https://i.scdn.co/image/e106efaf6cfa29007b6f111c4137e3b56219946c",0.735,0.478,"D",-12.472,"major",0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960,4,"D major",0.735,0.478,"D",-12.472,"major",0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960,4,"D major",0.735,0.478,"D",-12.472,"major",0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960,4,"D major"
"883","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Manele","4sjX0Ak7dlifrPCyC0NiqL","Spike","Propaganda","https://i.scdn.co/image/1cd1d3fbd666549fc70c66c602daa5ef9ae3ffc3",0.727,0.561,"E",-6.79,"minor",0.253,0.607,0,0.0846,0.53,127.985,167109,4,"E minor",0.727,0.561,"E",-6.79,"minor",0.253,0.607,0,0.0846,0.53,127.985,167109,4,"E minor",0.727,0.561,"E",-6.79,"minor",0.253,0.607,0,0.0846,0.53,127.985,167109,4,"E minor"
"884","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Shallow","2VxeLyX666F8uXCJ0dZF8B","Lady Gaga","A Star Is Born Soundtrack","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",0.572,0.385,"G",-6.362,"major",0.0308,0.371,0,0.231,0.323,95.799,215733,4,"G major",0.572,0.385,"G",-6.362,"major",0.0308,0.371,0,0.231,0.323,95.799,215733,4,"G major",0.572,0.385,"G",-6.362,"major",0.0308,0.371,0,0.231,0.323,95.799,215733,4,"G major"
"885","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","TIC TOC (feat. Lil Baby)","4m5Cd9kAbIxg6t9sMrQWtk","6ix9ine","DUMMY BOY","https://i.scdn.co/image/77eb7c17cafe55033929e99114f40e4b81e2572b",0.82,0.691,"F#",-6.646,"minor",0.0723,0.0115,0,0.344,0.683,142.027,135739,4,"F# minor",0.82,0.691,"F#",-6.646,"minor",0.0723,0.0115,0,0.344,0.683,142.027,135739,4,"F# minor",0.82,0.691,"F#",-6.646,"minor",0.0723,0.0115,0,0.344,0.683,142.027,135739,4,"F# minor"
"886","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","In My Mind","0E9ZjEAyAwOXZ7wJC0PD33","Dynoro","In My Mind","https://i.scdn.co/image/a0b8ff14e272c79221ff1924f109eee9e01432a4",0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"F# major",0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"F# major",0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"F# major"
"887","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","It's the Most Wonderful Time of the Year","5hslUAKq9I9CG2bAulFkHN","Andy Williams","The Andy Williams Christmas Album","https://i.scdn.co/image/a3e8629ce4030dc985bdffca9b1b854ac9c8dadf",0.24,0.598,"G",-8.435,"major",0.037,0.766,0,0.117,0.776,202.082,151933,3,"G major",0.24,0.598,"G",-8.435,"major",0.037,0.766,0,0.117,0.776,202.082,151933,3,"G major",0.24,0.598,"G",-8.435,"major",0.037,0.766,0,0.117,0.776,202.082,151933,3,"G major"
"888","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Nothing Breaks Like a Heart (feat. Miley Cyrus)","27rdGxbavYJeBphck5MZAF","Mark Ronson","Nothing Breaks Like a Heart (feat. Miley Cyrus)","https://i.scdn.co/image/6660f96688785c4b222c32a53eeb484c68a10610",0.601,0.794,"G",-5.844,"minor",0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4,"G minor",0.601,0.794,"G",-5.844,"minor",0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4,"G minor",0.601,0.794,"G",-5.844,"minor",0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4,"G minor"
"889","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Sweet but Psycho","25sgk305KZfyuqVBQIahim","Ava Max","Sweet but Psycho","https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf",0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"C# major",0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"C# major",0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"C# major"
"890","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Let You Love Me","5Fla3zyOCcIRqrDoKLU0DP","Rita Ora","Phoenix (Deluxe)","https://i.scdn.co/image/47841a865a85ae39da440a1346e56190bf035d02",0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,190000,4,"A# major",0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,190000,4,"A# major",0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,190000,4,"A# major"
"891","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Youngblood","2iUXsYOEPhVqEBwsqP70rE","5 Seconds of Summer","Youngblood (Deluxe)","https://i.scdn.co/image/6e6d631b0dcc2e9dc5ea7a0de0f0cf5bd813bbcf",0.596,0.854,"G",-5.114,"minor",0.463,0.0169,0,0.124,0.152,120.274,203418,4,"G minor",0.596,0.854,"G",-5.114,"minor",0.463,0.0169,0,0.124,0.152,120.274,203418,4,"G minor",0.596,0.854,"G",-5.114,"minor",0.463,0.0169,0,0.124,0.152,120.274,203418,4,"G minor"
"892","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Better","6zeeWid2sgw4lap2jV61PZ","Khalid","Suncity","https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c",0.596,0.552,"C",-10.278,"minor",0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,"C minor",0.596,0.552,"C",-10.278,"minor",0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,"C minor",0.596,0.552,"C",-10.278,"minor",0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,"C minor"
"893","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Santa Tell Me","0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me","https://i.scdn.co/image/ca80da7a2271f0806a977c7c1f6cfa6aa5d7e92b",0.506,0.628,"G",-7.316,"major",0.173,0.0545,0,0.301,0.556,191.708,204093,4,"G major",0.506,0.628,"G",-7.316,"major",0.173,0.0545,0,0.301,0.556,191.708,204093,4,"G major",0.506,0.628,"G",-7.316,"major",0.173,0.0545,0,0.301,0.556,191.708,204093,4,"G major"
"894","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Mo Bamba","1xzBco0xcoJEDXktl7Jxrr","Sheck Wes","MUDBOY","https://i.scdn.co/image/0e3e187e3ae399c7aa68c6c8585ec5649b481452",0.729,0.625,"E",-5.266,"major",0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,"E major",0.729,0.625,"E",-5.266,"major",0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,"E major",0.729,0.625,"E",-5.266,"major",0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,"E major"
"895","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","MAMA (feat. Nicki Minaj, Kanye West)","1oJ8EDr2pv94IvSd6ZmDgo","6ix9ine","DUMMY BOY","https://i.scdn.co/image/77eb7c17cafe55033929e99114f40e4b81e2572b",0.761,0.672,"C#",-5.887,"major",0.212,0.0893,9.77e-06,0.14,0.437,160.077,192405,3,"C# major",0.761,0.672,"C#",-5.887,"major",0.212,0.0893,9.77e-06,0.14,0.437,160.077,192405,3,"C# major",0.761,0.672,"C#",-5.887,"major",0.212,0.0893,9.77e-06,0.14,0.437,160.077,192405,3,"C# major"
"896","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Eastside (with Halsey & Khalid)","7FGq80cy8juXBCD2nrqdWU","benny blanco","FRIENDS KEEP SECRETS","https://i.scdn.co/image/77eb7c17cafe5503f3420e21041cf842dca37865",0.728,0.679,"F#",-7.724,"minor",0.16,0.568,1.22e-06,0.217,0.356,89.974,170770,4,"F# minor",0.728,0.679,"F#",-7.724,"minor",0.16,0.568,1.22e-06,0.217,0.356,89.974,170770,4,"F# minor",0.728,0.679,"F#",-7.724,"minor",0.16,0.568,1.22e-06,0.217,0.356,89.974,170770,4,"F# minor"
"897","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","It's Beginning To Look A Lot Like Christmas","0lLdorYw7lVrJydTINhWdI","Michael Bublé","Christmas","https://i.scdn.co/image/5f828e84beaefc8c0539ca558f849e8549e8778c",0.35,0.232,"E",-11.042,"major",0.0331,0.907,9.21e-06,0.292,0.381,93.269,206347,3,"E major",0.35,0.232,"E",-11.042,"major",0.0331,0.907,9.21e-06,0.292,0.381,93.269,206347,3,"E major",0.35,0.232,"E",-11.042,"major",0.0331,0.907,9.21e-06,0.292,0.381,93.269,206347,3,"E major"
"898","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","when the party's over","14JzyD6FlBD5z0wV5P07YI","Billie Eilish","when the party's over","https://i.scdn.co/image/b322fdd64bf41d292684ca57a919d5fc9c537072",0.498,0.104,"C#",-14.08,"minor",0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"C# minor",0.498,0.104,"C#",-14.08,"minor",0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"C# minor",0.498,0.104,"C#",-14.08,"minor",0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"C# minor"
"899","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Falling Down - Bonus Track","4jvjzW7Hm0yK4LvvE0Paz9","Lil Peep","Come Over When You're Sober, Pt. 2","https://i.scdn.co/image/2231b36a70b54f6702a123726158b1ddbcf6bf26",0.669,0.574,"E",-6.442,"minor",0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,"E minor",0.669,0.574,"E",-6.442,"minor",0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,"E minor",0.669,0.574,"E",-6.442,"minor",0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,"E minor"
"900","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Taste (feat. Offset)","5IaHrVsrferBYDm0bDyABy","Tyga","Taste (feat. Offset)","https://i.scdn.co/image/e60b1360e88ffbe40aa0d93e2d755bcb3dee9868",0.884,0.559,"C",-7.442,"major",0.12,0.0236,0,0.101,0.342,97.994,232959,4,"C major",0.884,0.559,"C",-7.442,"major",0.12,0.0236,0,0.101,0.342,97.994,232959,4,"C major",0.884,0.559,"C",-7.442,"major",0.12,0.0236,0,0.101,0.342,97.994,232959,4,"C major"
"901","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","rockstar (feat. 21 Savage)","0e7ipj03S05BNilyu5bRzt","Post Malone","beerbongs & bentleys","https://i.scdn.co/image/77eb7c17cafe5503142eccafbd4305f6d4325832",0.587,0.535,"F",-6.09,"minor",0.0898,0.117,6.56e-05,0.131,0.14,159.847,218147,4,"F minor",0.587,0.535,"F",-6.09,"minor",0.0898,0.117,6.56e-05,0.131,0.14,159.847,218147,4,"F minor",0.587,0.535,"F",-6.09,"minor",0.0898,0.117,6.56e-05,0.131,0.14,159.847,218147,4,"F minor"
"902","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","I don’t let go","4axYWgXASdsCBHuwInAubT","XXXTENTACION","SKINS","https://i.scdn.co/image/cc8658d17dd767d98455296c216b8e305836e9a9",0.797,0.293,"F",-7.479,"major",0.08,0.591,0.0724,0.148,0.478,80.035,121630,4,"F major",0.797,0.293,"F",-7.479,"major",0.08,0.591,0.0724,0.148,0.478,80.035,121630,4,"F major",0.797,0.293,"F",-7.479,"major",0.08,0.591,0.0724,0.148,0.478,80.035,121630,4,"F major"
"903","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","KIKA (feat. Tory Lanez)","6Gy7rXB6Ku5vIWC7WGWsl3","6ix9ine","DUMMY BOY","https://i.scdn.co/image/77eb7c17cafe55033929e99114f40e4b81e2572b",0.745,0.715,"C#",-3.368,"minor",0.245,0.128,0,0.182,0.342,94.513,136032,4,"C# minor",0.745,0.715,"C#",-3.368,"minor",0.245,0.128,0,0.182,0.342,94.513,136032,4,"C# minor",0.745,0.715,"C#",-3.368,"minor",0.245,0.128,0,0.182,0.342,94.513,136032,4,"C# minor"
"904","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","MIA (feat. Drake)","116H0KvKr2Zl4RPuVBruDO","Bad Bunny","MIA (feat. Drake)","https://i.scdn.co/image/80c0f2b0ad6669f3abd91c6b8e61f61980906b45",0.817,0.539,"F#",-6.349,"minor",0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"F# minor",0.817,0.539,"F#",-6.349,"minor",0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"F# minor",0.817,0.539,"F#",-6.349,"minor",0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"F# minor"
"905","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Lucid Dreams","285pBltuF7vW8TeWk8hdRR","Juice WRLD","Goodbye & Good Riddance","https://i.scdn.co/image/0653b51eb20f46816c1f525da6e0696a6e7262ad",0.556,0.574,"F#",-7.197,"minor",0.222,0.364,0,0.341,0.211,83.969,239836,4,"F# minor",0.556,0.574,"F#",-7.197,"minor",0.222,0.364,0,0.341,0.211,83.969,239836,4,"F# minor",0.556,0.574,"F#",-7.197,"minor",0.222,0.364,0,0.341,0.211,83.969,239836,4,"F# minor"
"906","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Abilli","2msALltQH0lcNjYNaST6KD","Abi","Liceenii Trap'n Roll","https://i.scdn.co/image/ad6ecc67251c9489d7a46dddcf05cff00e4f3c68",0.844,0.725,"D",-6.228,"major",0.111,0.347,0,0.129,0.808,140.024,210617,4,"D major",0.844,0.725,"D",-6.228,"major",0.111,0.347,0,0.129,0.808,140.024,210617,4,"D major",0.844,0.725,"D",-6.228,"major",0.111,0.347,0,0.129,0.808,140.024,210617,4,"D major"
"907","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Happier","2dpaYNEQHiRxtZbfNsse99","Marshmello","Happier","https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff",0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,214290,4,"F major",0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,214290,4,"F major",0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,214290,4,"F major"
"908","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Bohemian Rhapsody - Remastered 2011","7tFiyTwD0nx5a1eklYtX2J","Queen","A Night At The Opera (Deluxe Remastered Version)","https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5",0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,354320,4,"D# major",0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,354320,4,"D# major",0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,354320,4,"D# major"
"909","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","7inXu0Eaeg02VsM8kHNvzM","Frank Sinatra","Christmas Songs By Sinatra","https://i.scdn.co/image/6cad0033aecb1e2cabd033100896a53598a96ccf",0.603,0.321,"D",-11.489,"major",0.0599,0.881,0,0.34,0.844,143.104,155600,4,"D major",0.603,0.321,"D",-11.489,"major",0.0599,0.881,0,0.34,0.844,143.104,155600,4,"D major",0.603,0.321,"D",-11.489,"major",0.0599,0.881,0,0.34,0.844,143.104,155600,4,"D major"
"910","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Girls Like You (feat. Cardi B)","7fa9MBXhVfQ8P8Df9OEbD8","Maroon 5","Red Pill Blues (Deluxe)","https://i.scdn.co/image/9ce966181dc62801ff44ac89f8c9c1921ab9302f",0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,235545,4,"C major",0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,235545,4,"C major",0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,235545,4,"C major"
"911","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Close To Me (with Diplo) (feat. Swae Lee)","5JEx7HbmvHQQswJCsoo9rA","Ellie Goulding","Close To Me (feat. Swae Lee)","https://i.scdn.co/image/ae57b175f4e231814a63958ea13f939e1ec5aaa8",0.574,0.758,"C#",-5.029,"minor",0.0621,0.0969,0,0.395,0.492,144.111,182623,4,"C# minor",0.574,0.758,"C#",-5.029,"minor",0.0621,0.0969,0,0.395,0.492,144.111,182623,4,"C# minor",0.574,0.758,"C#",-5.029,"minor",0.0621,0.0969,0,0.395,0.492,144.111,182623,4,"C# minor"
"912","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","FEFE (feat. Nicki Minaj & Murda Beatz)","2E124GmJRnBJuXbTb4cPUB","6ix9ine","FEFE (feat. Nicki Minaj & Murda Beatz)","https://i.scdn.co/image/267968e38e8ae466e458ed00a685a1e30ac0c7f9",0.931,0.387,"C#",-9.127,"major",0.412,0.088,0,0.136,0.376,125.978,179405,4,"C# major",0.931,0.387,"C#",-9.127,"major",0.412,0.088,0,0.136,0.376,125.978,179405,4,"C# major",0.931,0.387,"C#",-9.127,"major",0.412,0.088,0,0.136,0.376,125.978,179405,4,"C# major"
"913","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Wake Up in the Sky","2G1tXoGBaEMJ7FKGnkf6ud","Gucci Mane","Evil Genius","https://i.scdn.co/image/77eb7c17cafe550306e6b93baeecab39436608b0",0.8,0.578,"E",-5.144,"minor",0.0485,0.00381,0,0.367,0.367,143.01,203161,4,"E minor",0.8,0.578,"E",-5.144,"minor",0.0485,0.00381,0,0.367,0.367,143.01,203161,4,"E minor",0.8,0.578,"E",-5.144,"minor",0.0485,0.00381,0,0.367,0.367,143.01,203161,4,"E minor"
"914","Romania Top 50","https://charts-images.scdn.co/REGIONAL_RO_DEFAULT.jpg","Lucky You (feat. Joyner Lucas)","60SdxE8apGAxMiRrpbmLY0","Eminem","Kamikaze","https://i.scdn.co/image/c932b53e6f13a45f32bc357303c56eb52ecc28fb",0.876,0.786,"A#",-4.884,"minor",0.306,0.0627,0,0.127,0.575,153.068,244679,4,"A# minor",0.876,0.786,"A#",-4.884,"minor",0.306,0.0627,0,0.127,0.575,153.068,244679,4,"A# minor",0.876,0.786,"A#",-4.884,"minor",0.306,0.0627,0,0.127,0.575,153.068,244679,4,"A# minor"
"915","Paraguay Top 50","https://charts-images.scdn.co/REGIONAL_PY_DEFAULT.jpg","Adan y Eva","6FyRXC8tJUh863JCkyWqtk","Paulo Londra","Adan y Eva","https://i.scdn.co/image/f705d8b22e8dc4ebb15440d9b615f47fb0aefe30",0.767,0.709,"C#",-4.47,"major",0.336,0.323,0,0.0676,0.72,171.993,258639,4,"C# major",0.767,0.709,"C#",-4.47,"major",0.336,0.323,0,0.0676,0.72,171.993,258639,4,"C# major",0.767,0.709,"C#",-4.47,"major",0.336,0.323,0,0.0676,0.72,171.993,258639,4,"C# major"
"916","Paraguay Top 50","https://charts-images.scdn.co/REGIONAL_PY_DEFAULT.jpg","Calma - Remix","5iwz1NiezX7WWjnCgY5TH4","Pedro Capó","Calma (Remix)","https://i.scdn.co/image/11d0f83f26cc96933fbbecb778e5274e156a1f58",0.826,0.773,"B",-4.218,"minor",0.0524,0.323,0,0.143,0.761,126.899,238200,4,"B minor",0.826,0.773,"B",-4.218,"minor",0.0524,0.323,0,0.143,0.761,126.899,238200,4,"B minor",0.826,0.773,"B",-4.218,"minor",0.0524,0.323,0,0.143,0.761,126.899,238200,4,"B minor"
"917","Paraguay Top 50","https://charts-images.scdn.co/REGIONAL_PY_DEFAULT.jpg","Bubalu","7dNwJbsT0sg1le5kVugGJb","Becky G","Bubalu","https://i.scdn.co/image/a1f4cda53eb9bfeae7c1d5e30e9fd3f425d84790",0.8,0.355,"F#",-10.47,"minor",0.0895,0.616,0,0.118,0.253,145.929,228493,4,"F# minor",0.8,0.355,"F#",-10.47,"minor",0.0895,0.616,0,0.118,0.253,145.929,228493,4,"F# minor",0.8,0.355,"F#",-10.47,"minor",0.0895,0.616,0,0.118,0.253,145.929,228493,4,"F# minor"
"918","Paraguay Top 50","https://charts-images.scdn.co/REGIONAL_PY_DEFAULT.jpg","MIA (feat. Drake)","116H0KvKr2Zl4RPuVBruDO","Bad Bunny","MIA (feat. Drake)","https://i.scdn.co/image/80c0f2b0ad6669f3abd91c6b8e61f61980906b45",0.817,0.539,"F#",-6.349,"minor",0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"F# minor",0.817,0.539,"F#",-6.349,"minor",0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"F# minor",0.817,0.539,"F#",-6.349,"minor",0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"F# minor"
"919","Paraguay Top 50","https://charts-images.scdn.co/REGIONAL_PY_DEFAULT.jpg","Ella Quiere Beber - Remix","2cYnZNzFRFK0H7vSNxPsUq","Anuel Aa","Ella Quiere Beber (Remix)","https://i.scdn.co/image/347fcbc44ad7f79677612b9a33c8d650fe5c6a04",0.751,0.665,"G#",-3.083,"major",0.124,0.265,0,0.0515,0.698,95.239,219357,4,"G# major",0.751,0.665,"G#",-3.083,"major",0.124,0.265,0,0.0515,0.698,95.239,219357,4,"G# major",0.751,0.665,"G#",-3.083,"major",0.124,0.265,0,0.0515,0.698,95.239,219357,4,"G# major"
"920","Paraguay Top 50","https://charts-images.scdn.co/REGIONAL_PY_DEFAULT.jpg","Desconocidos","0s5DNDV6LAKn2u2Ufa3VjQ","Mau y Ricky","Desconocidos","https://i.scdn.co/image/d016daa9f684f94f73eb2943b8c685eea448dc2a",0.709,0.771,"G",-4.598,"major",0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"G major",0.709,0.771,"G",-4.598,"major",0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"G major",0.709,0.771,"G",-4.598,"major",0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"G major"
"921","Paraguay Top 50","https://charts-images.scdn.co/REGIONAL_PY_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","4w8niZpiMy6qz1mntFA5uM","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"C# minor",0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"C# minor",0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"C# minor"
"922","Paraguay Top 50","https://charts-images.scdn.co/REGIONAL_PY_DEFAULT.jpg","Culpables","6q8Lb50EtqNeeJXXe8mMAH","Karol G","Culpables","https://i.scdn.co/image/79ff320b154218723a5e19b3f44a6f4d49ffdc01",0.728,0.801,"G#",-2.942,"minor",0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"G# minor",0.728,0.801,"G#",-2.942,"minor",0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"G# minor",0.728,0.801,"G#",-2.942,"minor",0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"G# minor"
